row_key,ticker,fiscal_year,fiscal_year_end,confirmed_public_entry_date_jalali,confirmed_public_entry_date_gregorian,eligible_listing_stage123_proxy,verification_status,listed_by_fiscal_year_end_verified,eligible_listing_financial_verified,listing_eligibility_status_verified,days_listed_before_fiscal_year_end,eligibility_changed_vs_stage123_proxy,change_direction
سآبیک|1393,سآبیک,1393,,1401-02-28,2022-05-18,0,verified_user_confirmed,,,unresolved_invalid_fiscal_year_end,,,unresolved
سآبیک|1394,سآبیک,1394,,1401-02-28,2022-05-18,0,verified_user_confirmed,,,unresolved_invalid_fiscal_year_end,,,unresolved
سآبیک|1395,سآبیک,1395,,1401-02-28,2022-05-18,0,verified_user_confirmed,,,unresolved_invalid_fiscal_year_end,,,unresolved
سآبیک|1396,سآبیک,1396,,1401-02-28,2022-05-18,0,verified_user_confirmed,,,unresolved_invalid_fiscal_year_end,,,unresolved
سآبیک|1397,سآبیک,1397,1397-12-29,1401-02-28,2022-05-18,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
سآبیک|1398,سآبیک,1398,1398-12-29,1401-02-28,2022-05-18,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
سآبیک|1399,سآبیک,1399,1399-12-30,1401-02-28,2022-05-18,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
سآبیک|1400,سآبیک,1400,1400-12-29,1401-02-28,2022-05-18,1,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,1,proxy_1_to_verified_0
سآبیک|1401,سآبیک,1401,1401-12-29,1401-02-28,2022-05-18,1,verified_user_confirmed,1,1,eligible_verified_public_entry,306,0,unchanged_1
سآبیک|1402,سآبیک,1402,1402-12-29,1401-02-28,2022-05-18,1,verified_user_confirmed,1,1,eligible_verified_public_entry,671,0,unchanged_1
وکغدیر|1392,وکغدیر,1392,1392-06-31,1401-12-23,2023-03-14,0,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,0,unchanged_0
وکغدیر|1393,وکغدیر,1393,1393-06-31,1401-12-23,2023-03-14,0,verified_user_confirmed,0,0,pre_listing_verified_public_entry,,0,unchanged_0
